rownum,State,District,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
510,Uttar Pradesh,Unnao,2000,12.943,6.024,0.909,0.794,8.67,55.026,221.055,179.27,215.042,0.33,0,0
511,Uttar Pradesh,Varanasi,2000,11.244,15.172,0.422,3.144,7.615,98.608,162.446,138.098,269.929,0.329,0,0
512,Uttaranchal,Almora,2000,11.797,52.851,11.472,5.529,45.787,222.563,193.082,304.371,96.823,0.552,0,0.24
513,Uttaranchal,Bageshwar,2000,14.025,68.744,16.04,9.536,63.1,243.649,200.017,304.771,99.397,1.325,0,0.52
514,Uttaranchal,Chamoli,2000,14.458,75.175,17.486,11.84,64.315,217.097,172.865,260.673,82.317,0.859,0.032,0.356
515,Uttaranchal,Champawat,2000,11.351,49.226,11.774,6.033,45.415,167.288,211.523,313.505,119.681,0.373,0,0.278
516,Uttaranchal,Dehradun,2000,17.207,43.529,9.58,3.577,26.408,156.571,225.072,213.68,68.948,0.082,1.687,0.464
517,Uttaranchal,Garhwal,2000,13.334,46.902,10.382,4.326,34.855,185.572,209.25,262.215,79.758,0.218,0.444,1.385
518,Uttaranchal,Hardwar,2000,16.958,40.476,9.527,2.459,22.4,140.211,246.859,209.35,56.355,0.097,1.748,5.301
519,Uttaranchal,Nainital,2000,11.06,44.744,8.997,4.264,34.883,178.341,192.442,293.656,95.259,0.277,0,0.954
520,Uttaranchal,Pithoragarh,2000,17.665,82.105,24.286,14.758,80.779,240.281,199.377,284.427,103.634,2.6,0,1.543
521,Uttaranchal,Rudraprayag,2000,15.392,72.449,16.962,10.621,59.512,214.334,170.704,249.883,79.982,0.288,0.19,0.325
522,Uttaranchal,Tehri Garhwal,2000,17.052,55.598,12.87,5.741,39.398,190.614,190.605,245.862,82.988,0.201,0.714,0.629
523,Uttaranchal,Udham Singh Nagar,2000,12.387,38.601,8.566,3.409,29.337,138.444,201.719,270.855,95.66,0.26,0.075,2.515
524,Uttaranchal,Uttarkashi,2000,18.497,66.812,17.123,9.696,49.559,192.465,160.303,214.488,75.877,0.206,0.731,0.796
525,West Bengal,Bankura,2000,3.682,58.063,0.687,68.874,112.843,209.735,178.329,230.86,189.252,30.781,7.887,1.104
526,West Bengal,Burdwan,2000,3.392,49.019,3.026,73.899,131.694,216.932,171.927,244.964,196.247,38.334,6.502,1.511
527,West Bengal,Birbhum,2000,4.276,38.559,4.435,53.44,104.988,214.122,149.719,241.783,205.048,35.05,4.497,1.174
528,West Bengal,Cooch Behar,2000,9.368,10.161,21.35,35.87,281.312,428.419,266.757,447.361,336.463,35.931,0.395,0.508
529,West Bengal,South Dinajpur,2000,11.59,13.076,6.093,36.553,146.3,255.908,181.002,300.042,232.962,36.278,2.389,1.716
530,West Bengal,Darjeeling,2000,7.445,7.925,36.101,35.693,173.807,393.307,303.628,411.698,418.773,6.92,0.023,0.023
531,West Bengal,Howrah,2000,1.611,65.722,0.504,101.638,173.844,251.188,213.029,292.988,192.374,65.248,18.864,3.2
532,West Bengal,Hooghly,2000,2.123,61.604,1.17,100.254,165.908,234.97,203.151,272.062,195.373,53.579,12.687,2.547
533,West Bengal,Jalpaiguri,2000,5.847,8.056,32.319,38.334,255.983,474.229,323.655,492.411,412.889,24.323,0.272,0.295
534,West Bengal,Kolkata,2000,1.79,62.537,0.694,100.817,176.787,243.795,213.877,282.749,196.186,61.61,16.282,3.316
535,West Bengal,Malda,2000,8.869,16.163,5.504,31.051,96.004,218.662,151.793,267.302,235.612,30.006,1.941,0.988
536,West Bengal,Midnapore,2000,1.576,69.524,0.367,93.579,167.988,275.046,207.53,295.715,172.934,56.07,16.401,1.816
537,West Bengal,Murshidabad,2000,5.737,31.289,5.985,55.917,141.133,215.97,166.709,273.874,192.319,39.079,5.545,1.673
538,West Bengal,Nadia,2000,4.623,44.536,5.04,83.662,184.635,227.885,189.419,283.066,170.619,46.524,9.395,2.674
539,West Bengal,North 24 Parganas,2000,3.228,50.214,2.126,94.403,199.223,248.81,223.673,303.648,184.47,74.594,23.704,4.68
540,West Bengal,Purulia,2000,5.839,55.326,0.35,45.157,73.091,188.494,166.34,197.047,196.007,19.739,6.35,1.047
541,West Bengal,South 24 Parganas,2000,1.428,49.142,0.655,77.403,155.517,221.999,189.89,268.508,159.559,71.876,25.054,4.149
542,West Bengal,North Dinajpur,2000,11.294,10.908,10.686,27.669,110.618,264.845,185.798,297.535,280.883,22.048,0.568,0.423
